name,name_variants,tier,mentors,promise,audience_nicho,deliveries,social_proof,page_number,is_ai,ai_relevance,ai_notes,attendees_with_club_field,members_count,guests_count,family_table_count,pista_premium_count,arquibancada_count
C. ACELERAÇÃO DE NEGÓCIOS,Clube de Aceleração de Negócios,silver,Ramiro Gomes Ferreira | Bruno Strack,"Ramiro Gomes Ferreira, Bruno Strack e os sócios do Clube do Valor unem vivência de mercado à nossa expertise: funis de aquisição digital escaláveis. Ao dominar essa máquina, impulsionamos vendas e margens além das expectativas, construindo um ecossistema transformador com experiência única além de networking, implementação e aprendizado em negócios.",educação / mentores,ENCONTROS: 3 encontros presenciais de 2 dias + 24 encontros online durante o ano + 8 encontros individuais | PLATAFORMA: exclusiva com todos os encontros gravados | WHATSAPP: Grupo exclusivo no whatsapp com sócios e todos os membros,indicador=+12 nichos diferentes dentro do ecossistema | indicador=nichos diferentes dentro do ecossistema | socios=+40 sócios no grupo,44,False,none,,9,6,3,0,0,9
CHANCELA CLUB,Chancela Club,silver,Diego do Vale,"O Chancela Club acelera o crescimento de empresários com a Gestão Estratégica 360°. Acreditamos que ser empresário é uma profissão, o foco não é teoria, e sim o COMO FAZER e APLICAR estratégias validadas em gestão, liderança, vendas e modelo de negócio. Com um plano estratégico testado em centenas de empresas, ajudamos os empresários a conquistar resultados de 4 anos em 1. Ideal para PMEs que buscam lucratividade, eficiência financeira e times de alto desempenho.",vendas,"ENCONTROS: 36 encontros anuais (3 por mês), online e ao vivo | PLATAFORMA: plataforma de conteúdos exclusivos | WHATSAPP: grupo exclusivo com todos os membros | EXPERIÊNCIAS: experiências únicas além do calendário",indicador=+mil empresas atendidas pessoalmente | indicador=empresas atendidas pessoalmente através da Gestão | colaboradores=+1500 colaboradores transformados com a cultura de time | faturamento=milhões a mais em receita em 2024 aos nossos membros,47,False,none,,8,3,5,4,0,4
CLUB A,Club A,silver,Alexandra Casoni,"O Club A é uma mentoria exclusiva e seletiva para mulheres de alto nível que desejam viver a transformação para o próximo nível em suas vidas e negócios. Mais que um movimento, é uma jornada liderada por Alexandra Casoni, de forma próxima e personalizada, com direcionamento cirúrgico para o crescimento e expansão de mentalidade de cada mulher. Uma comunidade de negócios, conexões estratégicas e que abre portas para acessos inéditos, preparando você para as suas melhores e maiores oportunidades.",cirurgia,"ENCONTROS: 8 agendas individuais por ano, 5 aulas online ao vivo mensalmente e 4 encontros presenciais por ano | PLATAFORMA: plataforma exclusiva com todos os encontros gravados | WHATSAPP: grupo exclusivo com todos os sócios e os mentores | EXPERIÊNCIAS: Além dos encontros presenciais, temos 1 Expedition para o Nordeste","faturamento=2.4 bilhões em faturamento total do grupo | faturamento=bilhões em faturamento total do grupo | unidades=+50 mulheres comunidade exclusiva e seleta para mulheres | unidades=mulheres comunidade exclusiva e seleta para mulheres alto nível | indicador=+ 22 anos empreendendo transformando marcas, pessoas e inovações | indicador=empreendendo transformando marcas, pessoas e inovações",48,False,none,,12,6,6,5,3,4
CLUB ALAVANQ.C,,silver,Gustavo Paiva | Jessé Garutti | João Torre,"Para empresários dos segmentos de Consórcios, Seguros, Investimentos e Mercado Imobiliário, compartilhamos estratégias que geraram R$ 2 bilhões em vendas em 5 anos. Com foco em Marketing, Vendas, Liderança e Gestão Estratégica, nosso objetivo é dobrar o faturamento dos mentorados em 1 ano, promovendo crescimento sustentável e expansão de negócios.",imobiliário,ENCONTROS: 2 encontros presenciais + 12 encontros online durante o ano | PLATAFORMA: plataforma de membros | ACOMPANHAMENTO: 4 encontros individuais online | WHATSAPP: grupo exclusivo com todos os membros,faturamento=+3 bilhões em faturamento do grupo | faturamento=bilhões em faturamento do grupo | mentorados=+30 empresas mentoradas | colaboradores=+200 colaboradores e membors impactados,43,False,none,,0,0,0,0,0,0
DOC TRIPLE A,Doc Triple A,silver,Danilo Faria | Priscila Faria,"Mentoria para médicos com clínicas estruturadas que desejam evoluir para um novo nível de crescimento consistente. Alavancamos pilares de vendas, gestão, liderança e mentalidade de negócio para estruturar agendas estratégicas com pacientes qualificados. O método Doc Triple A foi aplicado e validado em diversas clínicas referência no país.",medicina / saúde,"ENCONTROS: 2 eventos presenciais ao ano + 12 encontros online em grupo para mentorados + 12 encontros online em grupo para time | ACOMPANHAMENTO: 4 encontros individuais com Danilo Faria para implementação e direcionamento personalizado | PLATAFORMA: Acesso exclusivo da metodologia Doc Triple A e aulas bônus, para mentorados e times | WHATSAPP: Grupo exclusivo com todos os mentorados e grupo com todos os times",mentorados=+ 100 mentorados e times impactados com | mentorados=mentorados e times impactados com o método | roi=ROI em 90 dias | indicador=+ 200 milhões gerados no ecossistema | indicador=milhões gerados no ecossistema,51,False,none,,27,4,23,4,2,21
DOC10X,Doc10X,silver,Glauco Melo,"O Doc10X é para médicos de todas as especialidades que desejam sai do modelo tradicional e travado de atendimento, que limita sua liberdade e prosperidade.",medicina / saúde,"ENCONTROS: imersão Presencial 2 vezes ao ano | PLATAFORMA: com Área de Membros com todas as aulas e encontros gravados | WHATSAPP: grupo exclusivo com acesso ao mentor, equipe e todos os sócios | EXPERIÊNCIAS: vantagens em compras de ativos, insumos e eventos médicos","indicador=R$ 15 milhões faturados em apenas 4 meses de | indicador=milhões faturados em apenas 4 meses de existência do Clube | socios=31 sócios ativos Incontáveis | indicador=Incontáveis vidas impactadas, | indicador=vidas impactadas, incluindo aquelas que nunca conheceremos | indicador=impactadas, incluindo aquelas que nunca conheceremos",49,False,none,,40,16,24,5,21,14
DOCTOR 360,Doctor 360,silver,Natália Carneiro | Dr. Felipe Carneiro,"A Doctor 360 é uma mentoria para médicos que desejam romper com o sistema tradicional de saúde, conquistar autonomia e escalar seus negócios. Com foco em liderança, gestão, marketing e criação de produtos de alto valor, capacita médicos a liderarem consultórios e criarem novos serviços, promovendo liberdade, valorização e protagonismo em suas carreiras.",medicina / saúde,ENCONTROS: 3 encontros semanais via zoom e 1 encontro presencial anual | PLATAFORMA: com conteúdos e materiais exclusivos da mentoria | WHATSAPP: grupo exclusivo do Whatsapp com todos os membros e os mentores | CONVIDADOS: aulas extras com convidados especiais.,faturamento=+80 milhões de faturamento no grupo | faturamento=milhões de faturamento no grupo | mentorados=+70 mentorados no grupo | faturamento=até 7 digitos de faturamento anual por consultório | faturamento=digitos de faturamento anual por consultório,50,False,none,,105,39,66,4,101,0
DOMINARE CLUB,Dominare Club,silver,Pollyana Félix,"DOMINARE CLUB é a mentoria exclusiva de Pollyana Félix, que conduz mulheres a elevarem sua comunicação, presença e resultados em alto nível. Em 12 meses, cada integrante desenvolve identidade magnética, autoridade e estratégias de expansão que transformam reputação em faturamento.",educação / mentores,ENCONTROS: 2 encontros presenciais de 3 dias cada + 20 encontros online em grupo + 3 acessos individuais ao longo do ano | PLATAFORMA: Acesso exclusivo com todas as aulas gravadas | WHATSAPP: Grupo fechado com as integrantes e a equipe de mentoria | EXPERIÊNCIAS: Conferências presenciais exclusivas,faturamento=+100 milhões de faturamento total do grupo | faturamento=milhões de faturamento total do grupo | indicador=20 sócias no grupo | unidades=10 palestras internacionais preparo mulheres para oportunidades | unidades=internacionais preparo mulheres para oportunidades fora do Brasil,52,False,none,,2,1,1,1,0,1
DOUTORA CEO,Clube Doutora CEO,silver,Vivian Pires,"O Clube Doutora CEO é o primeiro ecossistema exclusivo de médicas que une branding, cultura, processos e vendas em um método autoral. Uma comunidade forte, generosa e visionária que transforma clínicas em negócios prósperos e sustentáveis.",medicina / saúde,ENCONTROS: 2 encontros presenciais ao ano | TUTORIAIS: Semanais exclusivos para a médica e também seu time | WHATSAPP: grupo de WhatsApp com membros e mentora para troca e conexão | EXPERIÊNCIAS: Experiências exclusivas,faturamento=+100 milhões de faturamento das suas clínicas/ | faturamento=milhões de faturamento das suas clínicas/ hospital | unidades=15 anos de atuação exclusiva na concepção e gestão de clínicas prósperas | indicador=Centenas de alunas médicas transformadas com o seu método | indicador=de alunas médicas transformadas com o seu método,53,False,none,,33,9,24,4,27,2
ELEVATE MED CLUB,Elevate Med Club,silver,Katherine Pontes | Stefano Monteiro,"O clube é liderado pelo Dr. Stefano Monteiro e por Katherine Pontes e reúne médicos que desejam crescer com solidez no mercado particular. A jornada é estruturada em quatro motores: atração de pacientes, planos de acompanhamento, mentalidade de negócios e ambiência de crescimento. O foco é formar médicos empresários, prósperos e felizes em suas carreiras.",medicina / saúde,ENCONTROS: 2 a 3 encontros presenciais no ano | HOTSEATS: Hotseats quinzenais online | AULAS: mensais ao vivo online | PLATAFORMA: Plataforma de ensino com aulas e encontros gravados,,56,False,none,,52,27,25,1,18,33
EMPREENDEDOC,EmpreendeDoc,silver,Carlos Neto | Thais Berti,"Clube para médicos e profissionais de saúde que buscam otimizar sua perfomance pessoal e profissional. Nossa missão é tornar o médico um empreendedor, para que assim possa gerir sua clínica e negócios no digital. Através do nosso programa você será capaz de aumentar sua rentabilidade, ganhar tempo e melhorar sua qualidade de vida.",medicina / saúde,ENCONTROS: 2 encontros presenciais por ano + encontros online semanalmente | PLATAFORMA: com conteúdos gravados e materiais didáticos | ACOMPANHAMENTO: Amplo acesso ao mentor e visão personalizada do seu negócio | WHATSAPP: grupo exclusivo com todos os membros e mentor,faturamento=média de 50% de aumento do faturamento | faturamento=de 50% de aumento do faturamento | unidades=+1200 médicos impactados na comunidade | indicador=96% de retenção e aprovação,54,False,none,,129,52,77,5,124,0
EQUITY CLUB,EquityClub,silver,Marcus Varandas,"O EquityClub é para empresários que querem transformar seus negócios em ativos valiosos e atrativos, prontos para escalar e gerar equity. Com um método validado e acompanhamento estratégico, a comunidade reúne empreendedores que buscam crescer com lucro, estrutura e visão de longo prazo, construindo empresas que prosperam e se tornam desejadas pelo mercado.",educação / mentores,"ENCONTROS: 9 encontros online e 3 presenciais de dois dias por ano | PLATAFORMA: com todos os cursos, encontros, aulas gravadas e materiais didáticos | REUNIÕES INDIVIDUAIS: com o mentor Marcus Varandas (trimestralmente – Board Meeting) | REUNIÕES QUINZENAIS: com o estrategista (anjo) para acompanhamento do Plano Go To Equity","indicador=+1 bilhão em gestão de valuation do grupo | indicador=bilhão em gestão de valuation do grupo | indicador=+50 no grupo +25 anos | indicador=+25 anos de experiência prática criando, vendendo, investindo e",55,False,none,,3,1,2,1,2,0
FOUNDERSAI CLUB,FoundersAI Club | Founders AI Club,silver,Guilherme Junqueira,"Grupo para empresários que querem transformar suas empresas em AI-First. Guilherme Junqueira, unindo expertise em IA, educação e venture capital, conduz o Founders AI Club em uma jornada de educação, mentoria e orquestração para tornar empresas leves e lucrativas através de IA, para crescer receita sem crescer equipe.",AI / inteligência artificial,ENCONTROS: 3 imersões presenciais + 48 mentorias online no ano | PLATAFORMA: exclusiva | WHATSAPP: grupo de WhatsApp com mentores,"faturamento=+R$1,8 bilhão em faturamento do grupo | faturamento=bilhão em faturamento do grupo | socios=+48 sócios | socios=sócios +2.600 | colaboradores=+2.600 colaboradores impactados",57,True,direct,nome do clube é de IA; Founders AI Club / Guilherme Junqueira,58,6,52,3,34,21
GALAXS,Galaxs,silver,Kenia Gama,Grupo para empresários que alcançaram 7 dígitos ou mais e desejam explorar todas as oportunidades do mundo on-line e presencial e construir um ecossistema sólido,educação / mentores,ENCONTROS: 3 encontros presenciais + 1 encontro online por mês + 3 encontros de networking com experiência exclusiva | PLATAFORMA: Área de membros com acesso a conteúdo técnico e estratégico de cada pilar | WHATSAPP: Comunidade exclusiva com mentorados + time de consultoras e mentora,faturamento=+70 milhões de faturamento | faturamento=milhões de faturamento | colaboradores=+400 colaboradores | indicador=+70 mil clientes atendidos,58,False,none,,6,6,0,4,2,0
GL CLUB ENSINO,GL Club Ensino,silver,Gabriel Longuini | Zhara Longuini,"Mentoria exclusiva para médicos que desejam prosperar no consultório sem depender de fontes externas de renda. Ensina práticas científicas e éticas, posicionamento de valor e estratégias de vendas. Foco no sucesso pessoal antes do profissional, abordando saúde física, mental, espiritual e familiar, para uma vida organizada e um consultório de sucesso.",medicina / saúde,"ENCONTROS: 1 encontro presencial, 1 online individual e 24 encontros em grupo por ano | PLATAFORMA: exclusiva de ensino do Growth & Life | DIA DE IMERSÃO: veja ao vivo como vendo e crio experiências incríveis para os pacientes | WHATSAPP: grupo exclusivo com todos os membros e mentor",faturamento=+17 milhões de faturamento do grupo em dezembro | faturamento=milhões de faturamento do grupo em dezembro | indicador=100% de retorno sob investimento adquirido em 60 dias para 74% | indicador=+530 médicos já assistiram aos eventos presenciais,59,False,none,,102,44,58,4,26,72
